Sentence	entity_1	entity_2	json	split
Detection and quantitation of infectious human adenoviruses and JC polyomaviruses in water by immunofluorescence assay.	human adenoviruses,41,59,Organism/Species	JC polyomaviruses,64,81,Organism/Species	"[{""token"": ""human adenoviruses"", ""start_span"": 41, ""end_span"": 59, ""type"": ""Organism/Species""}, {""token"": ""JC polyomaviruses"", ""start_span"": 64, ""end_span"": 81, ""type"": ""Organism/Species""}]"	train
An indirect immunofluorescence assay has been developed to quantify infectious human adenoviruses types 2 and 41 and JC polyomaviruses strain Mad - 4 in water samples.	human adenoviruses,79,97,Organism/Species	JC polyomaviruses,117,134,Organism/Species	"[{""token"": ""human adenoviruses"", ""start_span"": 79, ""end_span"": 97, ""type"": ""Organism/Species""}, {""token"": ""JC polyomaviruses"", ""start_span"": 117, ""end_span"": 134, ""type"": ""Organism/Species""}]"	train
Duck astrovirus ( DAstV) is an important pathogen causing duck viral hepatitis ( DVH), a highly contagious and fatal disease in young ducklings.	Duck astrovirus,0,15,Organism/Species	DAstV,18,23,Organism/Species	"[{""token"": ""Duck astrovirus"", ""start_span"": 0, ""end_span"": 15, ""type"": ""Organism/Species""}, {""token"": ""DAstV"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Organism/Species""}]"	train
Interestingly, DAstV - specific antibodies were also detected in 12 ( 28. 6%) of 42 sera samples from a different flock without DVH, indicating a wide distribution of subclinical infections caused by DAstV.	DAstV,15,20,Organism/Species	DAstV,200,205,Organism/Species	"[{""token"": ""DAstV"", ""start_span"": 15, ""end_span"": 20, ""type"": ""Organism/Species""}, {""token"": ""DAstV"", ""start_span"": 200, ""end_span"": 205, ""type"": ""Organism/Species""}]"	train
Climate effects on population fluctuations of the white - throated dipper Cinclus cinclus.	white - throated dipper,50,73,Organism/Species	Cinclus cinclus,74,89,Organism/Species	"[{""token"": ""white - throated dipper"", ""start_span"": 50, ""end_span"": 73, ""type"": ""Organism/Species""}, {""token"": ""Cinclus cinclus"", ""start_span"": 74, ""end_span"": 89, ""type"": ""Organism/Species""}]"	train
We have studied fluctuations in a population of the white - throated dipper Cinclus cinclus during 31 years ( 1978 - 2008) in a river system in southern Norway in relation to both large - scale and local weather conditions occurring during the non - breeding season.	white - throated dipper,52,75,Organism/Species	Cinclus cinclus,76,91,Organism/Species	"[{""token"": ""white - throated dipper"", ""start_span"": 52, ""end_span"": 75, ""type"": ""Organism/Species""}, {""token"": ""Cinclus cinclus"", ""start_span"": 76, ""end_span"": 91, ""type"": ""Organism/Species""}]"	train
Interference from long - tailed finches constrains reproduction in the endangered Gouldian finch.	long - tailed finches,18,39,Organism/Species	Gouldian finch,82,96,Organism/Species	"[{""token"": ""long - tailed finches"", ""start_span"": 18, ""end_span"": 39, ""type"": ""Organism/Species""}, {""token"": ""Gouldian finch"", ""start_span"": 82, ""end_span"": 96, ""type"": ""Organism/Species""}]"	train
Predation is associated with variation in colour pattern, but not body shape or colour reflectance, in a rainbowfish ( Melanotaenia australis).	rainbowfish,105,116,Organism/Species	Melanotaenia australis,119,141,Organism/Species	"[{""token"": ""rainbowfish"", ""start_span"": 105, ""end_span"": 116, ""type"": ""Organism/Species""}, {""token"": ""Melanotaenia australis"", ""start_span"": 119, ""end_span"": 141, ""type"": ""Organism/Species""}]"	train
The western rainbowfish Melanotaenia australis exhibits marked sexual dimorphism - females are plain with a slender body, while males have striking coloration and are deeper in the body.	western rainbowfish,4,23,Organism/Species	Melanotaenia australis,24,46,Organism/Species	"[{""token"": ""western rainbowfish"", ""start_span"": 4, ""end_span"": 23, ""type"": ""Organism/Species""}, {""token"": ""Melanotaenia australis"", ""start_span"": 24, ""end_span"": 46, ""type"": ""Organism/Species""}]"	train
Factors required for the high CO2 specificity of the anaerobically induced maize GapC4 promoter in transgenic tobacco.	maize,75,80,Organism/Species	tobacco,110,117,Organism/Species	"[{""token"": ""maize"", ""start_span"": 75, ""end_span"": 80, ""type"": ""Organism/Species""}, {""token"": ""tobacco"", ""start_span"": 110, ""end_span"": 117, ""type"": ""Organism/Species""}]"	train
Symbiotic Chlorella vulgaris of the ciliate Paramecium bursaria plays an important role in maintaining perialgal vacuole membrane functions.	Chlorella vulgaris,10,28,Organism/Species	Paramecium bursaria,44,63,Organism/Species	"[{""token"": ""Chlorella vulgaris"", ""start_span"": 10, ""end_span"": 28, ""type"": ""Organism/Species""}, {""token"": ""Paramecium bursaria"", ""start_span"": 44, ""end_span"": 63, ""type"": ""Organism/Species""}]"	train
Fusarium verticillioides is one of the most important fungal pathogens to cause destructive diseases of maize worldwide.	Fusarium verticillioides,0,24,Organism/Species	maize,104,109,Organism/Species	"[{""token"": ""Fusarium verticillioides"", ""start_span"": 0, ""end_span"": 24, ""type"": ""Organism/Species""}, {""token"": ""maize"", ""start_span"": 104, ""end_span"": 109, ""type"": ""Organism/Species""}]"	train
Based on the complete genome sequence of Glossinia pallidipes ( GpSGHV) and Musca domestica ( MdSGHV) salivary gland hypertrophy viruses, a PCR based methodology was developed to detect the viruses in these species.	Glossinia pallidipes,41,61,Organism/Species	Musca domestica,76,91,Organism/Species	"[{""token"": ""Glossinia pallidipes"", ""start_span"": 41, ""end_span"": 61, ""type"": ""Organism/Species""}, {""token"": ""Musca domestica"", ""start_span"": 76, ""end_span"": 91, ""type"": ""Organism/Species""}]"	train
Simultaneous virus - specific detection of the two cassava brown streak - associated viruses by RT - PCR reveals wide distribution in East Africa, mixed infections, and infections in Manihot glaziovii.	cassava,51,58,Organism/Species	Manihot glaziovii,183,200,Organism/Species	"[{""token"": ""cassava"", ""start_span"": 51, ""end_span"": 58, ""type"": ""Organism/Species""}, {""token"": ""Manihot glaziovii"", ""start_span"": 183, ""end_span"": 200, ""type"": ""Organism/Species""}]"	train
Results showed that CBSV and UCBSV are distributed widely in the highlands ( > 1000 m above the sea level) of the Lake Victoria zone in Uganda and Tanzania and also in the Indian Ocean costal lowlands of Tanzania.	CBSV,20,24,Organism/Species	UCBSV,29,34,Organism/Species	"[{""token"": ""CBSV"", ""start_span"": 20, ""end_span"": 24, ""type"": ""Organism/Species""}, {""token"": ""UCBSV"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Organism/Species""}]"	train
The serum neutralizing antibody profile showed a decrease from the age of 4 to 13 weeks, and seroconversion after 13 weeks in pigs from a commercial pig farm.	pigs,126,130,Organism/Species	pig,149,152,Organism/Species	"[{""token"": ""pigs"", ""start_span"": 126, ""end_span"": 130, ""type"": ""Organism/Species""}, {""token"": ""pig"", ""start_span"": 149, ""end_span"": 152, ""type"": ""Organism/Species""}]"	train
The closest relatives are Stachyamoeba sp. ATCC50324, a strain isolated from an ocean sample, and Vrihiamoeba italica, a recent isolate from a rice field.	Vrihiamoeba italica,98,117,Organism/Species	rice,143,147,Organism/Species	"[{""token"": ""Vrihiamoeba italica"", ""start_span"": 98, ""end_span"": 117, ""type"": ""Organism/Species""}, {""token"": ""rice"", ""start_span"": 143, ""end_span"": 147, ""type"": ""Organism/Species""}]"	train
Odontoglossum ringspot virus ( ORSV) infects numerous commercially important orchids and causes significant losses worldwide.	Odontoglossum ringspot virus,0,28,Organism/Species	ORSV,31,35,Organism/Species	"[{""token"": ""Odontoglossum ringspot virus"", ""start_span"": 0, ""end_span"": 28, ""type"": ""Organism/Species""}, {""token"": ""ORSV"", ""start_span"": 31, ""end_span"": 35, ""type"": ""Organism/Species""}]"	train
Due to the high variability of sequences for some members of this family, different melting temperatures were also observed between different isolates of the species CYDV - RPV and TuYV.	CYDV - RPV,166,176,Organism/Species	TuYV,181,185,Organism/Species	"[{""token"": ""CYDV - RPV"", ""start_span"": 166, ""end_span"": 176, ""type"": ""Organism/Species""}, {""token"": ""TuYV"", ""start_span"": 181, ""end_span"": 185, ""type"": ""Organism/Species""}]"	train
For a timely diagnosis of TBE virus infections and epidemiological studies, a TBE virus - specific reverse transcription quantitative real - time PCR ( RT - qPCR) followed by pyrosequencing was developed.	TBE virus,26,35,Organism/Species	TBE virus,78,87,Organism/Species	"[{""token"": ""TBE virus"", ""start_span"": 26, ""end_span"": 35, ""type"": ""Organism/Species""}, {""token"": ""TBE virus"", ""start_span"": 78, ""end_span"": 87, ""type"": ""Organism/Species""}]"	train
The assay is based on one degenerated primer pair detecting all three human - pathogenic TBE virus subtypes with a detection limit of 10 copies.	human,70,75,Organism/Species	TBE virus,89,98,Organism/Species	"[{""token"": ""human"", ""start_span"": 70, ""end_span"": 75, ""type"": ""Organism/Species""}, {""token"": ""TBE virus"", ""start_span"": 89, ""end_span"": 98, ""type"": ""Organism/Species""}]"	train
In summary, the method is sensitive, highly specific and easy - to - handle tool for the detection and differentiation of TBE virus in the early phase of illness or in TBE host animal species and ticks.	TBE virus,122,131,Organism/Species	TBE,168,171,Organism/Species	"[{""token"": ""TBE virus"", ""start_span"": 122, ""end_span"": 131, ""type"": ""Organism/Species""}, {""token"": ""TBE"", ""start_span"": 168, ""end_span"": 171, ""type"": ""Organism/Species""}]"	train
Roles of vaccinia virus genes E3L and K3L and host genes PKR and RNase L during intratracheal infection of C57BL / 6 mice.	vaccinia virus,9,23,Organism/Species	mice,117,121,Organism/Species	"[{""token"": ""vaccinia virus"", ""start_span"": 9, ""end_span"": 23, ""type"": ""Organism/Species""}, {""token"": ""mice"", ""start_span"": 117, ""end_span"": 121, ""type"": ""Organism/Species""}]"	train
In poxvirus infections, the interactions between the vaccinia virus ( VV) genes E3L and K3L, which target RNase L and PKR, respectively, serve to prevent the induction of the dsRNA - dependent induced interferon response in cell culture.	vaccinia virus,53,67,Organism/Species	VV,70,72,Organism/Species	"[{""token"": ""vaccinia virus"", ""start_span"": 53, ""end_span"": 67, ""type"": ""Organism/Species""}, {""token"": ""VV"", ""start_span"": 70, ""end_span"": 72, ""type"": ""Organism/Species""}]"	train
RNase L ( - / -) mice showed no disease, whereas 20% of the PKR ( - / -) mice succumbed at a dose of 10 ( 8) PFU.	mice,17,21,Organism/Species	mice,73,77,Organism/Species	"[{""token"": ""mice"", ""start_span"": 17, ""end_span"": 21, ""type"": ""Organism/Species""}, {""token"": ""mice"", ""start_span"": 73, ""end_span"": 77, ""type"": ""Organism/Species""}]"	train
These effects were assessed by comparing the early impacts of three Azospirillum inoculant strains on secondary metabolite profiles of two different maize ( Zea mays) cultivars.	maize,149,154,Organism/Species	Zea mays,157,165,Organism/Species	"[{""token"": ""maize"", ""start_span"": 149, ""end_span"": 154, ""type"": ""Organism/Species""}, {""token"": ""Zea mays"", ""start_span"": 157, ""end_span"": 165, ""type"": ""Organism/Species""}]"	train
Functional characterization of pheromone receptors in the tobacco budworm Heliothis virescens.	tobacco budworm,58,73,Organism/Species	Heliothis virescens,74,93,Organism/Species	"[{""token"": ""tobacco budworm"", ""start_span"": 58, ""end_span"": 73, ""type"": ""Organism/Species""}, {""token"": ""Heliothis virescens"", ""start_span"": 74, ""end_span"": 93, ""type"": ""Organism/Species""}]"	train
Furthermore, the Rapid - MAC - ELISA can be used for the diagnosis of dengue virus infections in resource - limited areas where dengue is endemic.	dengue virus,70,82,Organism/Species	dengue,128,134,Organism/Species	"[{""token"": ""dengue virus"", ""start_span"": 70, ""end_span"": 82, ""type"": ""Organism/Species""}, {""token"": ""dengue"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Organism/Species""}]"	train
Rapid detection of Newcastle disease virus replication in embryonated chicken eggs using quantitative real time polymerase chain reaction.	Newcastle disease virus,19,42,Organism/Species	chicken,70,77,Organism/Species	"[{""token"": ""Newcastle disease virus"", ""start_span"": 19, ""end_span"": 42, ""type"": ""Organism/Species""}, {""token"": ""chicken"", ""start_span"": 70, ""end_span"": 77, ""type"": ""Organism/Species""}]"	train
Quantitative real time reverse transcription polymerase chain reaction ( qRT - PCR) and conventional RT - PCR techniques were compared for the detection of NDV genome replication in 9 - 11 - day - old embryonated chicken eggs ( ECE) using the nucleoprotein ( NP) gene of the virus as a target.	NDV,156,159,Organism/Species	chicken,213,220,Organism/Species	"[{""token"": ""NDV"", ""start_span"": 156, ""end_span"": 159, ""type"": ""Organism/Species""}, {""token"": ""chicken"", ""start_span"": 213, ""end_span"": 220, ""type"": ""Organism/Species""}]"	train
Mink organs ( n = 299) obtained from 55 recently infected farms and 8 non - infected farms from 2008 to 2010 were tested by PCR, and the results were found to have a high correlation with the serological status of the mink.	Mink,0,4,Organism/Species	mink,218,222,Organism/Species	"[{""token"": ""Mink"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Organism/Species""}, {""token"": ""mink"", ""start_span"": 218, ""end_span"": 222, ""type"": ""Organism/Species""}]"	train
PCR positive samples were sequenced and phylogenetic analysis revealed high similarity within the analysed AMDV strains and to AMDV strains described previously.	AMDV strains,107,119,Organism/Species	AMDV strains,127,139,Organism/Species	"[{""token"": ""AMDV strains"", ""start_span"": 107, ""end_span"": 119, ""type"": ""Organism/Species""}, {""token"": ""AMDV strains"", ""start_span"": 127, ""end_span"": 139, ""type"": ""Organism/Species""}]"	train
Comparative sequence analysis of wheat and barley powdery mildew fungi reveals gene colinearity, dates divergence and indicates host - pathogen co - evolution.	wheat,33,38,Organism/Species	barley,43,49,Organism/Species	"[{""token"": ""wheat"", ""start_span"": 33, ""end_span"": 38, ""type"": ""Organism/Species""}, {""token"": ""barley"", ""start_span"": 43, ""end_span"": 49, ""type"": ""Organism/Species""}]"	train
This revealed that B. g. tritici and B. g. hordei have diverged about 10 million years ago ( MYA), two million years after wheat and barley ( 12 MYA).	wheat,123,128,Organism/Species	barley,133,139,Organism/Species	"[{""token"": ""wheat"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Organism/Species""}, {""token"": ""barley"", ""start_span"": 133, ""end_span"": 139, ""type"": ""Organism/Species""}]"	train
